!SESSION 2024-12-13 04:01:58.086 -----------------------------------------------
eclipse.buildId=2022.2
java.version=11.0.11
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=ko_KR
Command-line arguments:  -os win32 -ws win32 -arch x86_64

This is a continuation of log file C:\Users\dant0\Desktop\minesweeper_pray\.metadata\.bak_0.log
Created Time: 2024-12-13 04:49:56.197

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 04:49:56.197
!MESSAGE XSCT Command: [::hsi::utils::get_addr_ranges -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-10: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 04:49:56.200
!MESSAGE XSCT command with result: [::hsi::utils::get_addr_ranges -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"gpio_usb_int_S_AXI": {"name": "gpio_usb_int",
!MESSAGE XSCT Command: [::hsi::utils::get_hw_param_value C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0 C_FREQ], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.092
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_param_value C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0 C_FREQ], Result: [null, 100000000]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.092
!MESSAGE XSCT Command: [::hsi::utils::get_hw_param_value C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0 C_CPU_CLK_FREQ_HZ], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.094
!MESSAGE XSCT command with result: [::hsi::utils::get_hw_param_value C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0 C_CPU_CLK_FREQ_HZ], Result: [null, ]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.094
!MESSAGE XSCT Command: [::hsi::utils::get_cpu_nr -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.095
!MESSAGE XSCT command with result: [::hsi::utils::get_cpu_nr -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa], Result: [null, {"microblaze_0": {"bscan": "2",
"index": "0",
},
}]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.095
!MESSAGE XSCT Command: [::hsi::utils::get_addr_ranges -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.096
!MESSAGE XSCT command with result: [::hsi::utils::get_addr_ranges -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Result: [null, {}]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.098
!MESSAGE XSCT Command: [::hsi::utils::get_all_register_data -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.099
!MESSAGE XSCT command with result: [::hsi::utils::get_all_register_data -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Result: [null, {"microblaze_0": {},
}]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.099
!MESSAGE XSCT Command: [::hsi::utils::get_connected_periphs C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.100
!MESSAGE XSCT command with result: [::hsi::utils::get_connected_periphs C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa mdm_1], Result: [null, microblaze_0]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:35.100
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.256
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.297
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.313
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.314
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.314
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.314
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.314
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.314
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY org.eclipse.tcf 4 0 2024-12-13 05:53:37.315
!MESSAGE Invalid peerAdded event
!STACK 0
java.lang.Error
	at org.eclipse.tcf.internal.services.remote.LocatorProxy$1.event(LocatorProxy.java:64)
	at org.eclipse.tcf.core.AbstractChannel.handleInput(AbstractChannel.java:1191)
	at org.eclipse.tcf.core.AbstractChannel$1$1.run(AbstractChannel.java:371)
	at org.eclipse.tcf.EventQueue.run(EventQueue.java:98)
	at java.base/java.lang.Thread.run(Thread.java:829)

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.315
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#17]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.316
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.457
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A (closed)]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.458
!MESSAGE XSCT Command: [version -server], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.459
!MESSAGE XSCT command with result: [version -server], Result: [null, 2022.2]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.459
!MESSAGE XSCT Command: [version], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.459
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2022.2.0
SW Build 0 on 2022-10-13-12:09:39
Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.461
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.464
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A (closed)]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:37.464
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A (closed)" && level==1}], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:40.474
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A (closed)" && level==1}], Result: [null, ]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:43.487
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A (closed)" && level==1}], Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:46.498
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A (closed)" && level==1}], Result: [null, ]. Thread: Worker-46: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.504
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.505
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#17]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.506
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.509
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.511
!MESSAGE XSCT Command: [version -server], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.512
!MESSAGE XSCT command with result: [version -server], Result: [null, 2022.2]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.512
!MESSAGE XSCT Command: [version], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.512
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2022.2.0
SW Build 0 on 2022-10-13-12:09:39
Copyright 1986-2020 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.512
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.516
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.516
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.526
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.527
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.530
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.530
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.540
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.540
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.544
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.544
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.553
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.554
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.557
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.557
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.567
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.568
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.572
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.572
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.581
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.581
!MESSAGE XSCT Command: [jtag targets -set -filter {name =~ "RealDigital Boo 8874292301A4A" && level == 0}], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.591
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "RealDigital Boo 8874292301A4A" && level == 0}], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.591
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.592
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.592
!MESSAGE XSCT Command: [::hsi::utils::get_clock_info -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.593
!MESSAGE XSCT command with result: [::hsi::utils::get_clock_info -json C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa microblaze_0], Result: [null, {"Clk": "100000000",
"Dbg_Clk": "",
}]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.606
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.610
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* RealDigital Boo 8874292301A4A]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.611
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.620
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==1}], Result: [null,      2  xc7s50 (idcode 0362f093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.621
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.635
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "RealDigital Boo 8874292301A4A" && level==0 && jtag_device_ctx=="jsn1-0362f093-0"}], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:51.636
!MESSAGE XSCT Command: [fpga -file C:/Users/dant0/Desktop/minesweeper_pray/MinesweeperPRAY/_ide/bitstream/mb_usb_hdmi_top.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.895
!MESSAGE XSCT command with result: [fpga -file C:/Users/dant0/Desktop/minesweeper_pray/MinesweeperPRAY/_ide/bitstream/mb_usb_hdmi_top.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.914
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.925
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.926
!MESSAGE XSCT Command: [loadhw -hw C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa -regs], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.965
!MESSAGE XSCT command with result: [loadhw -hw C:/Users/dant0/Desktop/minesweeper_pray/mb_usb_hdmi_top/export/mb_usb_hdmi_top/hw/mb_usb_hdmi_top.xsa -regs], Result: [null, mb_usb_hdmi_top_33]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.965
!MESSAGE XSCT Command: [configparams mdm-detect-bscan-mask 2], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.967
!MESSAGE XSCT command with result: [configparams mdm-detect-bscan-mask 2], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.967
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.976
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.976
!MESSAGE XSCT Command: [rst -system], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.978
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:52.979
!MESSAGE XSCT Command: [after 3000], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:55.983
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

!ENTRY com.xilinx.sdk.utils 0 0 2024-12-13 05:53:55.984
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "*microblaze*#0" && bscan=="USER2" }], Thread: Worker-50: Launching Debugger_MinesweeperPRAY-GDB

